Date,BIL,CBFSX,GVI,HYG,ILTB,IYR,JKD,MDY,MUB,VIGRX,VISVX
2016-01-07,87.11927032470703,7.944394588470459,99.89619445800781,61.74311447143555,49.126121520996094,62.23549270629883,102.88542938232422,226.04794311523438,99.33251953125,49.40118408203125,20.533893585205078
2016-01-08,87.11927032470703,7.9525909423828125,100.05931091308594,61.580509185791016,49.258811950683594,61.500247955322266,102.0411605834961,223.02828979492188,99.37715911865234,48.91573715209961,20.250097274780273
2016-01-11,87.11927032470703,7.936196804046631,99.80558776855469,61.48760223388672,48.869056701660156,61.74531936645508,102.16824340820312,222.35305786132812,99.2164306640625,48.97284698486328,20.213476181030273
2016-01-12,87.13835144042969,7.9525909423828125,99.97777557373047,61.54954147338867,49.22562789916992,61.31429672241211,102.86727905273438,223.27206420898438,99.25216674804688,49.42973327636719,20.222637176513672
2016-01-13,87.11927032470703,7.968992233276367,100.0955810546875,60.86808776855469,49.35832595825195,60.3846549987793,100.21638488769531,217.25137329101562,99.29680633544922,47.95436477661133,19.664199829101562
2016-01-14,87.1001968383789,7.919800281524658,100.06837463378906,61.13909912109375,49.10954284667969,60.300148010253906,101.75064849853516,219.8209686279297,99.11820983886719,48.706329345703125,19.911375045776367
2016-01-15,87.1001968383789,7.927999973297119,100.14089965820312,60.33370590209961,49.28369140625,59.61559295654297,99.42657470703125,216.66058349609375,99.42179870605469,47.68783950805664,19.58181381225586
2016-01-19,87.11927032470703,7.919800281524658,100.02306365966797,60.12464141845703,49.126121520996094,59.793087005615234,99.92588806152344,215.4695587158203,99.41289520263672,47.68783950805664,19.398712158203125
2016-01-20,87.11927032470703,7.895203113555908,100.30401611328125,59.72194290161133,49.10954284667969,58.20420455932617,98.56413269042969,214.072265625,99.56465911865234,47.33565902709961,19.30716896057129
2016-01-21,87.13835144042969,7.8870038986206055,100.25868225097656,60.12464141845703,49.092960357666016,58.59298324584961,98.64583587646484,214.40045166015625,99.50218963623047,47.5736198425293,19.316322326660156
2016-01-22,87.1001968383789,7.895203113555908,100.18621826171875,61.046199798583984,49.10954284667969,60.21563720703125,100.3979721069336,219.7647247314453,99.37715911865234,48.715850830078125,19.755746841430664
2016-01-25,87.11927032470703,7.90340518951416,100.20430755615234,60.442138671875,49.242225646972656,59.62404251098633,99.02711486816406,215.20697021484375,99.43071746826172,48.02099609375,19.30716896057129
2016-01-26,87.1001968383789,7.90340518951416,100.33119201660156,60.98421859741211,49.408077239990234,60.90019226074219,100.69754791259766,220.02728271484375,99.40393829345703,48.55403518676758,19.79236602783203
2016-01-27,87.11927032470703,7.897650718688965,100.34025573730469,60.89131546020508,49.28369140625,59.953651428222656,99.83509826660156,217.8046875,99.45752716064453,47.68783950805664,19.609275817871094
2016-01-28,87.11927032470703,7.9058685302734375,100.30401611328125,61.20106506347656,49.291988372802734,59.55642318725586,99.79877471923828,217.8890838623047,99.47535705566406,47.9638786315918,19.664199829101562
2016-01-29,87.13835144042969,7.922306537628174,100.51243591308594,61.40238571166992,49.557342529296875,60.8494873046875,102.1864013671875,225.04452514648438,99.60930633544922,49.04899215698242,20.286714553833008
2016-02-01,87.1001968383789,7.897650718688965,100.3345718383789,61.037391662597656,49.40924072265625,60.85793685913086,102.63125610351562,224.70693969726562,99.38026428222656,49.1536979675293,20.268409729003906
2016-02-02,87.1001968383789,7.938741683959961,100.6521987915039,60.60158920288086,49.96674346923828,60.21563720703125,100.497802734375,219.9241180419922,99.63970947265625,48.239933013916016,19.8381404876709
2016-02-03,87.11927032470703,7.914085865020752,100.66129302978516,60.897308349609375,49.916812896728516,60.51143264770508,100.95174407958984,221.45274353027344,99.72919464111328,48.37317657470703,19.99376678466797
2016-02-04,87.13835144042969,7.922306537628174,100.87911987304688,60.7027702331543,49.6422233581543,60.57904815673828,101.29672241210938,223.0939178466797,99.8097152709961,48.4017333984375,20.149396896362305
2016-02-05,87.13835144042969,7.922306537628174,100.89728546142578,60.235843658447266,49.916812896728516,59.2183723449707,99.32669830322266,218.34860229492188,99.89025115966797,46.96443557739258,19.764896392822266
2016-02-08,87.11927032470703,7.938741683959961,101.15142059326172,59.53542709350586,50.507591247558594,57.4774169921875,98.21914672851562,214.61618041992188,100.14971160888672,46.069698333740234,19.481107711791992
2016-02-09,87.13835144042969,7.914085865020752,101.02435302734375,59.30971908569336,50.44102096557617,56.54777526855469,98.32808685302734,214.02536010742188,100.15864562988281,46.069698333740234,19.380403518676758
